Date,PhaseName,Rank,Medal,Person/Team,Country, ,Age (days),Result
19-Aug-2008,Triathlon Olympic Distance Men - Olympic Games 2008,37,,"Reinaldo Colucci (BRA, 29 Oct 1985)",Brazil,,22-295,1:53:13.94
18-Aug-2008,Athletics 400m Hurdles Men - Olympic Games 2008,15,,"Mahau Suguimati (BRA, 13 Nov 1984)",Brazil,,23-279,50.16
18-Aug-2008,Athletics Discus Throw Women - Olympic Games 2008,18,,"Elisângela Adriano (BRA, 27 Jul 1972)",Brazil,,36-022,58.84
18-Aug-2008,Athletics Long Jump Men - Olympic Games 2008,25,,"Mauro Vinicius da Silva (BRA, 26 Dec 1986)",Brazil,,21-236,7.75
18-Aug-2008,Athletics Pole Vault Women - Olympic Games 2008,10,,"Fabiana Murer (BRA, 16 Mar 1981)",Brazil,,27-155,4.45
18-Aug-2008,Equestrian - Jumping Team Open - Olympic Games 2008,DSQ,,Brazil,Brazil,,31-162,25.00
18-Aug-2008,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2008,21,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,17-048,14.800
18-Aug-2008,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2008,25,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,19-249,14.775
18-Aug-2008,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2008,35,,"Ana Silva (BRA, 28 Mar 1992)",Brazil,,16-143,14.550
18-Aug-2008,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2008,49,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,23-345,14.300
18-Aug-2008,Gymnastics - Artistic Uneven Bars Women - Olympic Games 2008,54,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,16-113,14.100
18-Aug-2008,Sailing 470 Men - Olympic Games 2008,17,,Albrecht / Pillar,Brazil,,24-241,134
18-Aug-2008,Sailing 470 Women - Olympic Games 2008,3,B,Oliveira Horn / Swan,Brazil,,26-075,60
18-Aug-2008,Table Tennis Team Men - Olympic Games 2008,9,,Brazil,Brazil,,29-326,
18-Aug-2008,Triathlon Olympic Distance Women - Olympic Games 2008,39,,"Mariana Ohata (BRA, 26 Oct 1978)",Brazil,,29-297,2:07:11.92
17-Aug-2008,Athletics 100m Women - Olympic Games 2008,37,,"Lucimar de Moura (BRA, 22 Mar 1974)",Brazil,,34-148,11.67
17-Aug-2008,Athletics 3000m Steeplechase Women - Olympic Games 2008,DNF,,"Zenaide Vieira (BRA, 25 Jun 1985)",Brazil,,23-053,
17-Aug-2008,Athletics Marathon Women - Olympic Games 2008,51,,"Marily Dos Santos (BRA, 05 Feb 1978)",Brazil,,30-194,2:38:10
17-Aug-2008,Athletics Triple Jump Women - Olympic Games 2008,21,,"Gisele de Oliveira (BRA, 01 Aug 1980)",Brazil,,28-016,13.81
17-Aug-2008,Gymnastics - Artistic Floor Exercise Men - Olympic Games 2008,6,,"Diego Hypólito (BRA, 19 Jun 1986)",Brazil,,22-059,15.200
17-Aug-2008,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2008,6,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,25-189,14.975
17-Aug-2008,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2008,13,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,17-047,14.900
17-Aug-2008,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2008,15,,"Ana Silva (BRA, 28 Mar 1992)",Brazil,,16-142,14.800
17-Aug-2008,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2008,35,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,16-112,14.275
17-Aug-2008,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2008,37,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,23-344,14.250
17-Aug-2008,Gymnastics - Artistic Vault Women - Olympic Games 2008,7,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,17-047,14.487
17-Aug-2008,Rowing Lightweight Double Sculls Men - Olympic Games 2008,17,,Gomes / Almeida,Brazil,,29-034,6:36.24
17-Aug-2008,Rowing Lightweight Double Sculls Women - Olympic Games 2008,15,,Carvalho / Granato,Brazil,,29-008,7:22.40
17-Aug-2008,Swimming 4 x 100m Medley Relay Men - Olympic Games 2008,14,,Brazil,Brazil,,21-333,3:38.66
17-Aug-2008,Swimming 4 x 100m Medley Relay Women - Olympic Games 2008,10,,Brazil,Brazil,,26-092,4:02.61
17-Aug-2008,Swimming 50m Freestyle Women - Olympic Games 2008,22,,"Flávia Cazziolato (BRA, 28 Dec 1983)",Brazil,,24-233,25.34
16-Aug-2008,Athletics 20km Walk Men - Olympic Games 2008,14,,"José Alessandro Bagio (BRA, 16 Apr 1981)",Brazil,,27-122,1:21:43
16-Aug-2008,Athletics 100m Men - Olympic Games 2008,26,,"Vicente de Lima (BRA, 04 Jun 1977)",Brazil,,31-073,10.31
16-Aug-2008,Athletics 100m Men - Olympic Games 2008,27,,"José Carlos Moreira (BRA, 28 Sep 1983)",Brazil,,24-323,10.32
16-Aug-2008,Athletics 100m Men - Olympic Games 2008,51,,"Sandro Viana (BRA, 26 Mar 1977)",Brazil,,31-143,10.60
16-Aug-2008,Athletics Heptathlon Women - Olympic Games 2008,16,,"Lucimara Da Silva (BRA, 10 Jul 1985)",Brazil,,23-037,6076
16-Aug-2008,Rowing Single Sculls Men - Olympic Games 2008,14,,"Anderson Nocetti (BRA, 05 Mar 1974)",Brazil,,34-164,
16-Aug-2008,Rowing Single Sculls Women - Olympic Games 2008,19,,"Fabiana Beltrame (BRA, 09 Apr 1982)",Brazil,,26-129,
16-Aug-2008,Shooting 25m Rapid Fire Pistol Men - Olympic Games 2008,11,,"Júlio Almeida (BRA, 23 Sep 1969)",Brazil,,38-328,568
16-Aug-2008,Swimming 50m Freestyle Men - Olympic Games 2008,1,G,"Cesar Cielo (BRA, 10 Jan 1987)",Brazil,,21-219,21.30
16-Aug-2008,Swimming 50m Freestyle Men - Olympic Games 2008,16,,"Nicholas Santos (BRA, 14 Feb 1980)",Brazil,,28-184,22.15
16-Aug-2008,Swimming 100m Butterfly Men - Olympic Games 2008,15,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,23-302,52.32
16-Aug-2008,Swimming 100m Butterfly Men - Olympic Games 2008,23,,"Gabriel Mangabeira (BRA, 31 Jan 1982)",Brazil,,26-198,52.28
16-Aug-2008,Tennis Doubles Men - Olympic Games 2008,9,,Sá / Melo,Brazil,,28-033,
15-Aug-2008,Archery Individual Men - Olympic Games 2008,58,,"Luiz Gustavo Trainini (BRA, 14 Jan 1978)",Brazil,,30-214,
15-Aug-2008,Canoe Slalom K1 Women - Olympic Games 2008,14,,"Poliana De Paula (BRA, 18 Oct 1989)",Brazil,,18-302,168.29
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,10,,"Jade Barbosa (BRA, 01 Jul 1991)",Brazil,,17-045,59.550
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,22,,"Ana Silva (BRA, 28 Mar 1992)",Brazil,,16-140,56.875
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,36,,"Ethiene Franco (BRA, 27 Apr 1992)",Brazil,,16-110,56.950
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,73,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,19-246,43.150
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,75,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,23-342,42.550
15-Aug-2008,Gymnastics - Artistic Individual All-Around Women - Olympic Games 2008,83,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,25-187,30.075
15-Aug-2008,Judo +100kg Men - Olympic Games 2008,7,,"Joao Gabriel Schlittler (BRA, 10 Feb 1985)",Brazil,,23-187,
15-Aug-2008,Swimming 100m Freestyle Women - Olympic Games 2008,19,,"Tatiana Lima (BRA, 10 Dec 1978)",Brazil,,29-249,55.01
15-Aug-2008,Swimming 200m Backstroke Men - Olympic Games 2008,23,,"Lucas Salatta (BRA, 27 Apr 1987)",Brazil,,21-110,1:59.91
15-Aug-2008,Swimming 200m Breaststroke Women - Olympic Games 2008,40,,"Tatiane Sakemi (BRA, 22 Mar 1986)",Brazil,,22-146,2:39.13
15-Aug-2008,Swimming 200m Individual Medley Men - Olympic Games 2008,4,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,22-202,1:58.14
14-Aug-2008,Gymnastics - Artistic Individual All-Around Men - Olympic Games 2008,83,,"Diego Hypólito (BRA, 19 Jun 1986)",Brazil,,22-056,32.050
14-Aug-2008,Judo 78kg Women - Olympic Games 2008,5,,"Edinanci Silva (BRA, 23 Aug 1976)",Brazil,,31-357,
14-Aug-2008,Judo 100kg Men - Olympic Games 2008,9,,"Luciano Corrêa (BRA, 25 Nov 1982)",Brazil,,25-263,
14-Aug-2008,Swimming 100m Freestyle Men - Olympic Games 2008,3,B,"Cesar Cielo (BRA, 10 Jan 1987)",Brazil,,21-217,47.67
14-Aug-2008,Swimming 200m Breaststroke Men - Olympic Games 2008,19,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,22-201,2:11.40
14-Aug-2008,Swimming 200m Breaststroke Men - Olympic Games 2008,30,,"Henrique Barbosa (BRA, 05 Jul 1984)",Brazil,,24-040,2:12.99
14-Aug-2008,Swimming 200m Butterfly Women - Olympic Games 2008,22,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,21-107,2:10.64
13-Aug-2008,Fencing Individual Foil Men - Olympic Games 2008,23,,"Joao Souza (BRA, 23 Aug 1983)",Brazil,,24-356,
13-Aug-2008,Gymnastics - Artistic Team Women - Olympic Games 2008,8,,Brazil,Brazil,,19-299,174.875
13-Aug-2008,Judo 70kg Women - Olympic Games 2008,20,,"Mayra Aguiar (BRA, 03 Aug 1991)",Brazil,,17-010,
13-Aug-2008,Judo 90kg Men - Olympic Games 2008,7,,"Eduardo Santos (BRA, 22 Apr 1983)",Brazil,,25-113,
13-Aug-2008,Swimming 4 x 200m Freestyle Relay Men - Olympic Games 2008,16,,Brazil,Brazil,,23-329,7:19.54
13-Aug-2008,Swimming 200m Butterfly Men - Olympic Games 2008,7,,"Kaio Almeida (BRA, 19 Oct 1984)",Brazil,,23-299,1:54.71
13-Aug-2008,Swimming 200m Freestyle Women - Olympic Games 2008,28,,"Monique Ferreira (BRA, 29 Jun 1980)",Brazil,,28-045,2:00.64
13-Aug-2008,Swimming 200m Individual Medley Women - Olympic Games 2008,22,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,21-106,2:14.97
12-Aug-2008,Equestrian - Eventing Individual Open - Olympic Games 2008,22,,Tosi (Super Rocky),Brazil,,38-364,89.60
12-Aug-2008,Equestrian - Eventing Individual Open - Olympic Games 2008,39,,Sgnaolin Moreira (Escudeiro Do Rincao),Brazil,,42-320,110.70
12-Aug-2008,Equestrian - Eventing Individual Open - Olympic Games 2008,47,,Paro (Land Heir),Brazil,,33-127,133.80
12-Aug-2008,Equestrian - Eventing Individual Open - Olympic Games 2008,DNQ,,Tristao (Totsie),Brazil,,,
12-Aug-2008,Equestrian - Eventing Team Open - Olympic Games 2008,10,,Brazil,Brazil,,33-294,334.10
12-Aug-2008,Fencing Individual Sabre Men - Olympic Games 2008,32,,"Renzo Agresta (BRA, 27 Jun 1985)",Brazil,,23-046,
12-Aug-2008,Judo 63kg Women - Olympic Games 2008,18,,"Danielli Yuri Barbosa (BRA, 03 Jan 1984)",Brazil,,24-222,
12-Aug-2008,Judo 81kg Men - Olympic Games 2008,3,B,"Tiago Camilo (BRA, 24 May 1982)",Brazil,,26-080,
12-Aug-2008,Swimming 100m Backstroke Men - Olympic Games 2008,20,,"Guilherme Guido (BRA, 12 Feb 1987)",Brazil,,21-182,54.89
12-Aug-2008,Swimming 100m Backstroke Women - Olympic Games 2008,18,,"Fabiola Molina (BRA, 22 May 1975)",Brazil,,33-082,1:01.00
12-Aug-2008,Swimming 100m Breaststroke Women - Olympic Games 2008,39,,"Tatiane Sakemi (BRA, 22 Mar 1986)",Brazil,,22-143,1:11.75
12-Aug-2008,Swimming 200m Freestyle Men - Olympic Games 2008,16,,"Rodrigo Castro (BRA, 21 Dec 1978)",Brazil,,29-235,1:48.71
11-Aug-2008,Judo 57kg Women - Olympic Games 2008,3,B,"Ketleyn Quadros (BRA, 01 Oct 1987)",Brazil,,20-315,
11-Aug-2008,Judo 73kg Men - Olympic Games 2008,3,B,"Leandro Guilheiro (BRA, 07 Aug 1983)",Brazil,,25-004,
11-Aug-2008,Swimming 4 x 100m Freestyle Relay Men - Olympic Games 2008,DSQ,,Brazil,Brazil,,,
11-Aug-2008,Swimming 100m Breaststroke Men - Olympic Games 2008,22,,"Felipe França (BRA, 14 May 1987)",Brazil,,21-089,1:01.04
11-Aug-2008,Swimming 100m Breaststroke Men - Olympic Games 2008,23,,"Henrique Barbosa (BRA, 05 Jul 1984)",Brazil,,24-037,1:01.11
11-Aug-2008,Swimming 100m Butterfly Women - Olympic Games 2008,7,,"Gabriella Silva (BRA, 13 Dec 1988)",Brazil,,19-242,58.10
11-Aug-2008,Swimming 100m Butterfly Women - Olympic Games 2008,34,,"Dainara de Paula (BRA, 25 Jul 1989)",Brazil,,19-017,59.45
11-Aug-2008,Swimming 400m Freestyle Women - Olympic Games 2008,21,,"Monique Ferreira (BRA, 29 Jun 1980)",Brazil,,28-043,4:12.21
10-Aug-2008,Cycling - Road Road race Women - Olympic Games 2008,51,,"Clemilda Fernandes (BRA, 25 Jun 1979)",Brazil,,29-046,3:41:01
10-Aug-2008,Judo 52kg Women - Olympic Games 2008,19,,"Andressa Fernandes (BRA, 27 Oct 1986)",Brazil,,21-288,
10-Aug-2008,Judo 66kg Men - Olympic Games 2008,17,,"Joao Derly (BRA, 02 Jun 1981)",Brazil,,27-069,
10-Aug-2008,Swimming 4 x 100m Freestyle Relay Women - Olympic Games 2008,13,,Brazil,Brazil,,27-239,3:42.85
10-Aug-2008,Swimming 400m Individual Medley Men - Olympic Games 2008,8,,"Thiago Pereira (BRA, 26 Jan 1986)",Brazil,,22-197,4:15.40
10-Aug-2008,Swimming 400m Individual Medley Women - Olympic Games 2008,17,,"Joanna Maranhão (BRA, 29 Apr 1987)",Brazil,,21-103,4:40.18
09-Aug-2008,Cycling - Road Road race Men - Olympic Games 2008,19,,"Murilo Fischer (BRA, 16 Jun 1979)",Brazil,,29-054,6:26:17
09-Aug-2008,Cycling - Road Road race Men - Olympic Games 2008,90,,"Luciano Pagliarini (BRA, 18 Apr 1978)",Brazil,,30-113,7:08:27
09-Aug-2008,Judo 48kg Women - Olympic Games 2008,19,,"Sarah Menezes (BRA, 26 Mar 1990)",Brazil,,18-136,
09-Aug-2008,Judo 60kg Men - Olympic Games 2008,21,,"Lourenco Denilson (BRA, 11 May 1977)",Brazil,,31-090,
09-Aug-2008,Shooting 10m Air Pistol Men - Olympic Games 2008,12,,"Júlio Almeida (BRA, 23 Sep 1969)",Brazil,,38-321,580
09-Aug-2008,Shooting 10m Air Pistol Men - Olympic Games 2008,42,,"Stênio Yamamoto (BRA, 24 Jun 1961)",Brazil,,47-046,568
29-Aug-2004,Athletics Marathon Men - Olympic Games 2004,3,B,"Vanderlei de Lima (BRA, 11 Aug 1969)",Brazil,,35-018,2:12:11
29-Aug-2004,Athletics Marathon Men - Olympic Games 2004,DNF,,"André Luis Ramos (BRA, 20 Jan 1970)",Brazil,,34-222,
29-Aug-2004,Athletics Marathon Men - Olympic Games 2004,DNF,,"Romulo da Silva (BRA, 26 May 1977)",Brazil,,27-095,
29-Aug-2004,Basketball Team Women - Olympic Games 2004,4,,Brazil,Brazil,,27-170,
29-Aug-2004,Beach Volleyball Team Men - Olympic Games 2004,1,G,Emanuel / Ricardo,Brazil,,30-187,
29-Aug-2004,Beach Volleyball Team Men - Olympic Games 2004,9,,Araujo / Benjamin,Brazil,,31-230,
29-Aug-2004,Boxing Light Heavyweight Men - Olympic Games 2004,17,,"Washington Silva (BRA, 25 Feb 1976)",Brazil,,28-186,
29-Aug-2004,Boxing Lightweight Men - Olympic Games 2004,17,,"Myke Carvalho (BRA, 28 Oct 1983)",Brazil,,20-306,
29-Aug-2004,Diving 10m Platform Men - Olympic Games 2004,24,,"Cassius Duran (BRA, 31 May 1979)",Brazil,,25-090,387.75
29-Aug-2004,Diving 10m Platform Men - Olympic Games 2004,32,,"Hugo Parisi (BRA, 01 Aug 1984)",Brazil,,20-028,325.08
29-Aug-2004,Equestrian - Eventing Individual Open - Olympic Games 2004,44,,Senna (Super Rocky),Brazil,,21-073,95.40
29-Aug-2004,Equestrian - Eventing Individual Open - Olympic Games 2004,47,,Gouveia Jr. (EHK Mozart),Brazil,,21-287,100.60
29-Aug-2004,Equestrian - Eventing Individual Open - Olympic Games 2004,50,,Henriques Neves (Rally LF),Brazil,,34-246,105.00
29-Aug-2004,Equestrian - Eventing Individual Open - Olympic Games 2004,54,,Paro (Land Heir),Brazil,,29-144,123.80
29-Aug-2004,Equestrian - Eventing Individual Open - Olympic Games 2004,59,,Tellini (Especial Reserve),Brazil,,31-323,148.20
29-Aug-2004,Equestrian - Eventing Team Open - Olympic Games 2004,11,,Brazil,Brazil,,27-289,301.00
29-Aug-2004,Equestrian - Jumping Individual Open - Olympic Games 2004,1,G,Pessoa (Baloubet Du Rouet),Brazil,,31-274,8.00
29-Aug-2004,Equestrian - Jumping Individual Open - Olympic Games 2004,25,,Diniz (Mariachi),Brazil,,33-323,
29-Aug-2004,Equestrian - Jumping Individual Open - Olympic Games 2004,25,,de Miranda (Countdown),Brazil,,31-206,
29-Aug-2004,Equestrian - Jumping Individual Open - Olympic Games 2004,77,,Alves (Canturo),Brazil,,29-283,
29-Aug-2004,Handball Team Men - Olympic Games 2004,10,,Brazil,Brazil,,28-270,
29-Aug-2004,Handball Team Women - Olympic Games 2004,7,,Brazil,Brazil,,25-032,
29-Aug-2004,Taekwondo Heavyweight +67kg Women - Olympic Games 2004,4,,"Natália Silva (BRA, 09 May 1984)",Brazil,,20-112,
29-Aug-2004,Volleyball Team Men - Olympic Games 2004,1,G,Brazil,Brazil,,29-034,
28-Aug-2004,Athletics 4 x 100m Relay Men - Olympic Games 2004,8,,Brazil,Brazil,,30-144,38.67
28-Aug-2004,Athletics 4 x 400m Relay Women - Olympic Games 2004,12,,Brazil,Brazil,,24-326,3:28.43
28-Aug-2004,Athletics 800m Men - Olympic Games 2004,22,,"Osmar Dos Santos (BRA, 20 Oct 1968)",Brazil,,35-313,1:48.23
28-Aug-2004,Boxing Featherweight Men - Olympic Games 2004,9,,"Edvaldo Oliviera (BRA, 25 Jun 1982)",Brazil,,22-064,
28-Aug-2004,Boxing Middleweight Men - Olympic Games 2004,17,,"Glaucelio Abreu (BRA, 05 Feb 1978)",Brazil,,26-205,
28-Aug-2004,Gymnastics - Rhythmic Group All-Around Women - Olympic Games 2004,8,,Brazil,Brazil,,18-298,44.400
28-Aug-2004,Mountain Bike Cross Country Men - Olympic Games 2004,33,,"Edivando Cruz (BRA, 19 Jul 1978)",Brazil,,26-040,2:30:35
28-Aug-2004,Volleyball Team Women - Olympic Games 2004,4,,Brazil,Brazil,,27-335,
27-Aug-2004,Athletics 4 x 100m Relay Women - Olympic Games 2004,8,,Brazil,Brazil,,32-118,43.12
27-Aug-2004,Athletics 50km Walk Men - Olympic Games 2004,26,,"Sergio Galdino (BRA, 07 May 1969)",Brazil,,35-112,4:05:02
27-Aug-2004,Athletics 50km Walk Men - Olympic Games 2004,40,,"Mário Dos Santos (BRA, 10 Sep 1979)",Brazil,,24-352,4:20:11
27-Aug-2004,Athletics 110m Hurdles Men - Olympic Games 2004,7,,"Matheus Facho Inocencio (BRA, 17 May 1981)",Brazil,,23-102,13.49
27-Aug-2004,Athletics 110m Hurdles Men - Olympic Games 2004,19,,"Márcio De Souza (BRA, 24 Jan 1975)",Brazil,,29-216,13.54
27-Aug-2004,Athletics 110m Hurdles Men - Olympic Games 2004,DNS,,"Redelén Dos Santos (BRA, 24 Apr 1976)",Brazil,,28-125,
27-Aug-2004,Athletics Long Jump Women - Olympic Games 2004,30,,"Keila Costa (BRA, 06 Feb 1983)",Brazil,,21-203,6.33
27-Aug-2004,Canoe Sprint K1 1000m Men - Olympic Games 2004,18,,"Sebastian Cuattrin (BRA, 06 Sep 1973)",Brazil,,30-356,3:37.682
27-Aug-2004,Modern Pentathlon Individual Women - Olympic Games 2004,25,,"Samantha Harvey (BRA, 13 Aug 1972)",Brazil,,32-014,4888
27-Aug-2004,Mountain Bike Cross Country Women - Olympic Games 2004,18,,"Jaqueline Mourão (BRA, 27 Dec 1975)",Brazil,,28-244,2:13:52
27-Aug-2004,Taekwondo Featherweight 58-68kg Men - Olympic Games 2004,4,,"Diogo Silva (BRA, 03 Jul 1982)",Brazil,,22-055,
26-Aug-2004,Athletics 200m Men - Olympic Games 2004,19,,"Cláudio De Souza (BRA, 14 Oct 1973)",Brazil,,30-317,20.64
26-Aug-2004,Athletics 200m Men - Olympic Games 2004,44,,"Basílio de Morães (BRA, 11 May 1982)",Brazil,,22-107,21.14
26-Aug-2004,Athletics Long Jump Men - Olympic Games 2004,32,,"Jadel Gregório (BRA, 16 Sep 1980)",Brazil,,23-345,7.50
26-Aug-2004,Diving 3m Springboard Women - Olympic Games 2004,18,,"Juliana Veloso (BRA, 22 Dec 1980)",Brazil,,23-248,462.45
26-Aug-2004,Football Team Women - Olympic Games 2004,2,S,Brazil,Brazil,,24-082,
26-Aug-2004,Modern Pentathlon Individual Men - Olympic Games 2004,29,,"Daniel Santos (BRA, 31 Oct 1978)",Brazil,,25-300,4732
26-Aug-2004,Taekwondo Flyweight -58kg Men - Olympic Games 2004,11,,"Marcel Ferreira (BRA, 17 Jan 1981)",Brazil,,23-222,
26-Aug-2004,Triathlon Olympic Distance Men - Olympic Games 2004,31,,"Leandro Macedo (BRA, 20 Mar 1968)",Brazil,,36-159,1:57:39.36
26-Aug-2004,Triathlon Olympic Distance Men - Olympic Games 2004,34,,"Paulo Miyasiro (BRA, 07 Jun 1976)",Brazil,,28-080,1:58:16.76
26-Aug-2004,Triathlon Olympic Distance Men - Olympic Games 2004,41,,"Juraci Moreira (BRA, 02 May 1979)",Brazil,,25-116,2:02:35.99
25-Aug-2004,Artistic Swimming Duet Women - Olympic Games 2004,12,,C. de Moraes / I. de Moraes,Brazil,,24-142,90.917
25-Aug-2004,Athletics 200m Women - Olympic Games 2004,28,,"Lucimar de Moura (BRA, 22 Mar 1974)",Brazil,,30-156,23.44
25-Aug-2004,Triathlon Olympic Distance Women - Olympic Games 2004,37,,"Mariana Ohata (BRA, 26 Oct 1978)",Brazil,,25-304,2:16:52.97
25-Aug-2004,Triathlon Olympic Distance Women - Olympic Games 2004,DNF,,"Carla Moreno (BRA, 19 Sep 1976)",Brazil,,27-341,
25-Aug-2004,Triathlon Olympic Distance Women - Olympic Games 2004,DNF,,"Sandra Soldan (BRA, 27 Dec 1973)",Brazil,,30-242,
24-Aug-2004,Athletics 100m Hurdles Women - Olympic Games 2004,27,,"Maíla Machado (BRA, 22 Jan 1981)",Brazil,,23-215,13.35
24-Aug-2004,Athletics 400m Women - Olympic Games 2004,26,,"Maria Almirão (BRA, 20 Sep 1977)",Brazil,,26-339,52.10
24-Aug-2004,Athletics 400m Women - Olympic Games 2004,28,,"Geisa Coutinho (BRA, 01 Jun 1980)",Brazil,,24-084,52.18
24-Aug-2004,Athletics 1500m Men - Olympic Games 2004,14,,"Hudson De Souza (BRA, 25 Feb 1977)",Brazil,,27-181,3:38.83
24-Aug-2004,Beach Volleyball Team Women - Olympic Games 2004,2,S,Adriana Behar / Shelda,Brazil,,33-214,
24-Aug-2004,Beach Volleyball Team Women - Olympic Games 2004,5,,Ana Paula / Sandra Pires,Brazil,,31-315,
24-Aug-2004,Diving 3m Springboard Men - Olympic Games 2004,9,,"César Castro (BRA, 02 Sep 1982)",Brazil,,21-357,662.97
24-Aug-2004,Equestrian - Jumping Team Open - Olympic Games 2004,10,,Brazil,Brazil,,31-267,53.00
23-Aug-2004,Athletics 20km Walk Women - Olympic Games 2004,48,,"Alessandra Picagevicz (BRA, 20 Feb 1984)",Brazil,,20-185,1:46:21
23-Aug-2004,Athletics 400m Men - Olympic Games 2004,56,,"Anderson dos Santos (BRA, 23 Apr 1972)",Brazil,,32-122,48.77
23-Aug-2004,Athletics 800m Women - Olympic Games 2004,21,,"Luciana Mendes (BRA, 26 Jul 1971)",Brazil,,33-028,2:02.00
23-Aug-2004,Gymnastics - Artistic Beam Women - Olympic Games 2004,18,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,15-254,9.375
23-Aug-2004,Gymnastics - Artistic Beam Women - Olympic Games 2004,20,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,19-350,9.337
23-Aug-2004,Gymnastics - Artistic Beam Women - Olympic Games 2004,47,,"Ana Paula Rodrigues (BRA, 20 Jan 1988)",Brazil,,16-216,8.887
23-Aug-2004,Gymnastics - Artistic Beam Women - Olympic Games 2004,57,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,21-145,8.662
23-Aug-2004,Gymnastics - Artistic Beam Women - Olympic Games 2004,83,,"Caroline Molinari (BRA, 13 Oct 1986)",Brazil,,17-315,7.512
23-Aug-2004,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2004,5,,"Daiane Dos Santos (BRA, 10 Feb 1983)",Brazil,,21-195,9.375
23-Aug-2004,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2004,36,,"Daniele Hypólito (BRA, 08 Sep 1984)",Brazil,,19-350,9.187
23-Aug-2004,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2004,41,,"Camila Comin (BRA, 31 Mar 1983)",Brazil,,21-145,9.137
23-Aug-2004,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2004,50,,"Ana Paula Rodrigues (BRA, 20 Jan 1988)",Brazil,,16-216,9.037
23-Aug-2004,Gymnastics - Artistic Floor Exercise Women - Olympic Games 2004,63,,"Lais Souza (BRA, 13 Dec 1988)",Brazil,,15-254,8.675
23-Aug-2004,Gymnastics - Artistic Horizontal Bar Men - Olympic Games 2004,32,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-358,9.562
23-Aug-2004,Gymnastics - Artistic Parallel Bars Men - Olympic Games 2004,67,,"Mosiah Rodrigues (BRA, 31 Aug 1981)",Brazil,,22-358,8.800
23-Aug-2004,Table Tennis Singles Men - Olympic Games 2004,33,,"Thiago Monteiro (BRA, 15 Jun 1981)",Brazil,,23-069,
23-Aug-2004,Table Tennis Singles Men - Olympic Games 2004,49,,"Hugo Hoyama (BRA, 09 May 1969)",Brazil,,35-106,
22-Aug-2004,Athletics 100m Men - Olympic Games 2004,11,,"Vicente de Lima (BRA, 04 Jun 1977)",Brazil,,27-079,10.28
22-Aug-2004,Athletics 100m Men - Olympic Games 2004,31,,"Jarbas Mascarenhas (BRA, 25 Aug 1980)",Brazil,,23-363,10.30
22-Aug-2004,Athletics 100m Men - Olympic Games 2004,33,,"André da Silva (BRA, 26 Nov 1972)",Brazil,,31-270,10.34
22-Aug-2004,Athletics High Jump Men - Olympic Games 2004,17,,"Jessé de Lima (BRA, 16 Feb 1981)",Brazil,,23-188,2.25
22-Aug-2004,Athletics Marathon Women - Olympic Games 2004,DNF,,"Márcia Narloch (BRA, 28 Mar 1969)",Brazil,,35-147,
22-Aug-2004,Athletics Marathon Women - Olympic Games 2004,DNF,,"Marlene Fortunato (BRA, 08 Jan 1970)",Brazil,,34-227,
